intacess,intacshm,intacwk,intacscl,intaclib,intuse,intuseyr,intusefq,intsite,libuseyr,libusefq,libstop,libuswhy,libnowhy,intuswhy,libradeq,netradeq,libfind,netfind,libacinf,netacinf,libcurnt,netcurnt,libfun,intfun,surflib,surfnet,libusfut,netusfut,intnowhy,rsnonet,educ,rural,student,employed,income,gender,region,age,agecat4,internet,income3,libfreq,degree,kids
1,1,1,0,1,1,4,1,2,1,4,3,10,21,18,4,99,7,7,10,8,8,10,4,6,10,10,4,1,13,14,15,3,2,1,8,2,7,47,2,1,3,2,4,0
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,13,2,2,6,7,2,5,71,4,0,2,4,3,0
0,2,2,2,2,2,-1,-1,13,1,3,3,19,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,2,1,1,5,2,2,22,1,0,2,3,2,1
1,1,1,0,1,0,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,14,13,1,2,1,8,2,7,60,3,2,3,2,3,0
1,1,0,0,1,1,3,4,1,1,3,3,10,21,3,9,10,10,7,10,9,8,10,10,9,10,5,2,1,13,14,15,3,1,1,7,2,7,41,2,1,2,3,4,1
1,1,1,1,1,1,2,1,1,1,1,3,7,21,7,7,8,8,9,9,10,10,10,9,10,8,10,1,1,13,14,12,1,1,4,7,2,2,18,1,1,2,5,2,1
1,0,1,1,1,1,6,5,5,1,2,3,2,21,1,8,7,9,9,10,5,9,9,99,7,10,4,3,4,13,11,12,3,2,1,3,2,7,26,1,1,1,4,2,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,10,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,13,1,2,1,9,1,5,53,3,0,3,1,3,0
0,2,2,2,2,2,-1,-1,13,1,2,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6,12,3,2,3,4,2,6,42,2,0,1,4,2,1
1,1,1,0,1,1,6,1,2,1,3,3,2,21,23,99,10,10,10,99,10,99,8,99,7,99,2,4,1,13,14,14,2,2,1,11,2,3,34,1,1,11,3,3,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,1,1,1,6,1,7,36,2,0,2,1,3,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,2,2,1,2,2,6,27,1,0,1,1,3,1
1,1,1,0,1,1,-1,1,2,0,7,1,24,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,8,3,2,1,9,1,6,62,3,1,3,1,1,0
1,1,0,0,1,1,3,1,1,1,3,3,10,21,26,10,10,10,8,8,7,8,8,10,10,10,10,3,1,13,14,15,2,1,6,11,2,3,75,4,1,11,3,4,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,8,3,2,6,3,2,2,86,4,0,1,1,1,0
1,1,0,0,1,1,6,1,1,1,1,3,12,21,23,4,10,2,3,10,7,4,7,2,8,7,7,2,1,13,14,16,2,1,1,9,1,7,28,1,1,3,5,4,0
0,2,2,2,2,2,-1,-1,13,1,3,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,1,2,6,6,2,6,60,3,0,2,3,3,0
1,1,1,1,1,1,1,1,1,1,2,3,13,21,10,8,8,10,10,7,7,3,5,8,8,10,8,2,1,13,14,16,3,1,1,6,2,4,44,2,1,2,4,4,1
1,1,0,0,1,1,1,2,1,1,2,3,10,21,23,8,1,8,4,9,6,5,6,9,6,7,7,2,2,13,14,16,2,1,6,4,1,1,83,4,1,1,4,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,2,2,6,8,1,2,80,4,0,3,2,3,0
1,1,1,1,0,1,2,1,1,1,4,3,1,21,26,8,10,8,9,10,9,9,9,10,9,10,9,4,1,13,14,15,2,1,3,11,2,2,39,2,1,11,2,4,1
1,1,1,1,1,1,6,2,1,1,4,3,17,21,15,2,8,6,10,8,8,3,9,5,10,8,8,5,1,13,14,15,3,2,1,8,1,7,24,1,1,3,2,4,0
1,1,0,1,1,1,3,1,1,1,4,3,12,21,10,9,10,10,10,9,9,10,10,8,10,8,10,4,1,13,14,12,1,1,4,11,1,2,19,1,1,11,2,2,1
1,1,0,0,1,1,99,4,1,1,3,3,8,21,26,7,9,8,7,8,8,8,9,8,8,10,7,3,1,13,14,15,1,2,6,10,2,2,60,3,1,10,3,4,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,8,12,2,2,6,4,1,5,67,4,0,1,1,2,0
1,1,0,0,1,1,3,5,1,1,3,3,12,21,10,7,9,6,8,9,4,5,8,10,10,9,7,3,4,13,14,12,1,2,2,8,2,2,41,2,1,3,3,2,1
1,1,0,0,0,1,1,1,1,0,7,2,24,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,12,1,2,3,6,2,6,23,1,1,2,1,2,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,2,1,1,8,1,7,22,1,0,3,1,2,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,4,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,6,3,2,2,82,4,0,1,1,2,0
1,1,0,1,1,1,3,1,1,0,7,3,10,21,3,5,8,99,10,8,8,10,8,8,10,5,99,4,1,13,14,15,3,2,8,4,2,7,36,2,1,1,1,4,1
0,2,2,2,2,2,-1,-1,13,1,3,3,8,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,16,2,2,6,9,1,3,54,3,0,3,3,4,0
1,0,0,1,1,1,4,4,3,1,2,3,14,21,3,10,10,7,7,10,10,10,10,7,10,7,9,4,4,13,4,11,3,1,7,4,2,6,19,1,1,1,4,1,1
1,1,0,0,1,1,1,2,1,1,1,3,6,21,21,8,8,7,8,8,8,7,9,8,9,4,8,1,1,13,14,15,2,2,6,8,1,7,70,4,1,3,5,4,1
1,1,0,0,0,0,-1,-1,13,1,2,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,14,2,2,1,8,2,4,51,3,2,3,4,3,1
1,1,1,0,1,1,3,1,2,0,7,3,24,2,26,3,7,5,8,8,6,4,6,3,6,4,5,5,1,13,14,15,2,2,1,11,1,5,52,3,1,11,1,4,0
1,1,1,1,0,1,6,5,1,0,7,3,24,16,26,99,8,99,8,99,5,99,7,99,8,5,7,5,4,13,14,12,1,2,1,7,1,1,44,2,1,2,1,2,1
1,0,1,0,0,1,-1,5,2,0,7,3,24,18,21,1,10,1,10,1,10,1,10,1,8,1,5,5,4,13,11,14,1,2,1,8,1,4,26,1,1,3,1,3,0
1,1,0,0,0,1,1,1,1,1,4,3,10,21,13,10,10,10,10,10,10,10,10,6,6,8,6,3,1,13,14,15,2,2,6,9,2,6,47,2,1,3,2,4,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,1,11,2,5,53,3,0,11,1,2,0
1,0,1,0,0,1,4,2,2,1,4,3,10,21,26,5,5,5,5,10,8,8,8,5,2,8,1,4,2,13,2,14,2,2,1,6,2,6,39,2,1,2,2,3,0
0,2,2,2,2,2,-1,-1,13,1,1,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,15,3,2,6,7,1,5,81,4,0,2,5,4,0
1,0,0,0,0,0,-1,-1,13,0,7,3,24,5,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,12,1,2,1,6,1,3,29,1,2,2,1,2,1
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,14,3,1,2,7,2,7,30,1,0,2,2,3,0
1,1,1,0,0,1,5,1,2,0,7,2,24,1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,18,2,2,1,11,2,3,47,2,1,11,1,4,0
0,2,2,2,2,2,-1,-1,13,1,1,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,13,2,2,6,7,1,5,86,4,0,2,5,3,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,14,20,1,2,1,11,1,2, , ,0,11,1, ,0
1,1,1,0,1,1,4,1,1,1,2,3,8,21,19,7,9,8,9,8,9,6,9,9,10,7,9,2,1,13,14,12,2,2,1,9,1,4,45,2,1,3,4,2,1
1,0,1,0,1,1,2,4,2,1,4,3,10,21,21,9,9,10,10,10,10,8,9,9,9,8,9,3,4,13,10,12,2,2,1,2,1,7,20,1,1,1,2,2,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,6,11,1,4,64,3,0,11,1,2,0
1,1,0,0,0,1,1,4,1,1,4,3,10,21,26,10,10,9,7,10,7,6,8,10,6,7,5,3,2,13,14,14,3,2,6,11,2,3,74,4,1,11,2,3,0
1,1,0,1,1,1,-1,2,1,1,2,3,12,21,10,10,10,7,5,10,5,9,10,10,8,9,7,2,2,13,14,15,1,2,3,7,2,2,42,2,1,2,4,4,1
1,0,0,1,0,1,1,2,3,0,7,3,10,21,26,10,10,10,8,10,10,10,10,10,10,10,10,6,3,13,10,12,2,1,2,2,1,7,35,1,1,1,1,2,1
1,0,0,0,1,1,2.5,2,4,1,1,3,15,21,10,4,6,6,8,8,9,7,9,10,10,6,9,1,2,13,10,12,1,1,1,3,1,5,19,1,1,1,5,2,0
1,1,0,1,1,1,4,2,3,1,1,3,13,21,26,7,8,6,6,5,5,6,7,5,8,4,6,1,2,13,14,13,1,1,4,11,2,2,21,1,1,11,5,3,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,3,2,6,6,2,5,76,4,0,2,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,2,2,6,9,1,1,68,4,0,3,1,2,0
1,1,0,0,0,1,2,1,1,1,2,3,12,21,12,10,10,6,10,10,10,5,8,10,10,6,10,2,1,13,14,12,1,2,3,8,2,1,39,2,1,3,4,2,1
1,1,0,0,0,1,2,1,1,1,4,3,15,21,21,8,9,8,8,9,7,7,9,8,10,5,8,4,1,13,14,15,2,2,1,8,1,2,39,2,1,3,2,4,0
1,1,1,0,1,1,7,1,1,1,3,3,6,21,21,4,8,7,7,7,4,3,9,2,2,4,4,4,1,13,14,16,2,2,8,9,1,1,68,4,1,3,3,4,0
1,1,1,0,1,1,7,1,1,1,2,3,6,21,21,6,8,6,5,6,4,5,7,5,8,6,9,2,1,13,14,16,2,2,1,11,1,2,51,3,1,11,4,4,1
1,1,0,1,0,1,1,5,1,1,4,3,1,21,3,10,10,9,9,10,7,10,7,7,4,8,7,3,4,13,14,10,2,2,3,9,2,4,44,2,1,3,2,1,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,12,3,2,6,4,2,1,72,4,0,1,1,2,0
1,0,1,0,0,1,6,2,2,0,7,2,24,1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,13,6,13,2,2,1,11,2,7,46,2,1,11,1,3,0
1,1,0,0,1,1,3,1,1,1,2,3,10,21,13,9,8,9,9,9,8,9,8,10,10,9,9,2,2,13,14,14,1,2,1,9,2,2,60,3,1,3,4,3,0
1,1,1,0,0,1,6,1,1,0,7,3,24,16,26,4,10,10,10,5,5,5,10,1,10,1,10,5,1,13,14,15,1,2,1,9,1,2,32,1,1,3,1,4,1
1,1,1,1,1,1,1,3,1,1,1,3,10,21,26,10,5,10,7,10,10,10,10,9,6,10,10,1,3,13,14,15,2,2,1,8,2,4,39,2,1,3,5,4,1
1,1,0,0,1,1,1,1,1,1,4,3,21,21,10,5,10,4,8,6,5,5,8,4,10,2,10,4,1,13,14,12,3,2,6,5,1,5,72,4,1,2,2,2,0
1,1,0,0,1,1,5,1,1,1,4,3,10,21,26,5,8,5,8,9,7,8,9,5,4,3,4,4,1,13,14,15,2,1,1,4,1,5,25,1,1,1,2,4,0
1,1,1,1,1,1,6.5,2,3,1,3,3,4,21,22,8,10,9,10,10,6,10,8,9,10,5,10,3,2,13,14,15,1,1,4,6,2,6,24,1,1,2,3,4,0
1,1,0,0,1,1,2,2,1,0,7,3,24,2,10,99,10,99,9,99,9,99,10,99,7,99,6,4,3,13,14,13,2,2,1,9,1,7,31,1,1,3,1,3,1
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,12,1,2,6,5,2,2,83,4,0,2,4,2,0
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,2,2,1,3,2,5,24,1,0,1,2,2,1
1,0,0,0,1,0,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,13,2,2,1,11,2,3,41,2,2,11,2,3,1
1,1,0,0,1,1,8,1,1,1,1,3,12,21,26,7,9,9,9,7,7,7,9,7,9,5,7,1,1,13,14,15,2,2,1,7,1,5,52,3,1,2,5,4,1
1,0,1,0,1,1,3,1,2,1,4,3,12,21,5,8,10,8,8,10,10,7,10,10,10,8,10,4,1,13,10,13,2,2,1,6,2,6,45,2,1,2,2,3,0
0,2,2,2,2,2,-1,-1,13,1,3,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,16,3,2,6,7,2,6,62,3,0,2,3,4,1
1,1,1,1,0,1,3,2,2,1,2,3,1,21,26,6,8,9,6,9,4,8,8,9,6,9,6,2,2,13,14,16,1,2,1,9,2,1,48,2,1,3,4,4,1
1,1,0,0,1,1,1,1,1,1,2,3,12,21,3,10,10,8,8,10,8,9,9,5,9,7,9,2,1,13,14,12,2,2,6,4,2,7,51,3,1,1,4,2,0
1,1,0,0,1,1,2,2,1,1,4,3,15,21,2,9,10,10,10,10,10,10,10,9,9,10,10,3,2,13,14,12,3,2,1,7,2,6,38,2,1,2,2,2,1
1,1,1,0,1,1,2,1,1,1,4,3,10,21,26,9,10,9,9,10,8,9,9,7,10,7,7,4,1,13,14,15,1,2,1,6,1,4,26,1,1,2,2,4,0
1,1,0,0,0,0,-1,-1,13,1,3,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,14,13,3,2,6,7,2,1,82,4,2,2,3,3,0
1,1,0,0,1,1,2,1,1,1,4,3,2,21,4,5,9,4,8,10,10,8,9,7,8,10,10,4,1,13,14,14,2,2,1,8,2,5,32,1,1,3,2,3,1
1,0,1,0,1,1,6,1,2,0,7,2,24,1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,11,16,2,2,1,7,1,6,24,1,1,2,1,4,0
1,0,0,0,0,1,1,6,5,1,2,3,1,21,3,1,10,1,8,5,8,5,10,10,10,10,10,3,3,13,11,12,1,2,2,7,2,5,41,2,1,2,4,2,1
1,1,0,0,1,0,-1,-1,13,1,2,3,8,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,14,13,2,2,6,4,2,2,72,4,2,1,4,3,0
1,0,0,1,0,1,3,1,3,0,7,2,24,2,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,11,15,3,1,4,1,2,3,28,1,1,1,1,4,0
0,2,2,2,2,2,-1,-1,13,1,1,3,1,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,2,2,6,3,2,3,73,4,0,1,5,2,1
1,1,1,0,0,1,6,1,2,0,7,3,24,1,21,6,8,6,7,8,3,6,5,6,8,5,7,4,1,13,14,15,2,2,1,6,1,4,23,1,1,2,1,4,0
0,2,2,2,2,2,-1,-1,13,1,2,3,19,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,1,3,1,5,29,1,0,1,4,2,0
1,1,1,1,1,1,2.5,2,1,0,7,3,24,10,10,99,9,99,9,99,8,99,8,99,8,99,8,5,2,13,14,13,2,2,1,9,1,1,33,1,1,3,1,3,1
1,0,1,1,1,1,2,4,2,1,1,3,2,21,10,8,10,7,9,10,10,10,10,10,8,10,8,1,4,13,10,15,1,2,2,7,2,5,37,2,1,2,5,4,1
1,1,0,0,1,1,2,2,1,1,4,3,6,21,21,5,10,8,8,10,10,8,8,10,10,10,10,3,2,13,14,13,1,2,1,9,1,7,44,2,1,3,2,3,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,16,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,12,1,2,6,1,2,3,71,4,0,1,1,2,0
1,1,1,0,0,1,3,1,2,1,2,3,2,21,24,7,7,4,7,8,8,5,5,9,8,9,7,2,1,13,14,15,2,2,1,9,2,4,48,2,1,3,4,4,1
1,1,1,0,1,1,2,1,1,1,4,3,2,21,22,10,7,8,6,9,9,8,8,10,10,8,8,2,1,13,14,16,1,2,1,9,1,5,44,2,1,3,2,4,1
1,1,0,0,1,1,1,2,1,0,7,3,24,12,26,10,10,5,10,10,10,10,10,5,10,5,10,5,1,13,14,12,1,2,1,7,1,1,33,1,1,2,1,2,1
1,1,0,0,1,1,.5,2,1,1,2,3,12,21,10,9,9,9,10,10,10,10,10,10,10,10,10,2,2,13,14,14,2,2,6,7,2,6,59,3,1,2,4,3,0
1,0,1,1,1,1,4,1,2,1,4,3,10,21,26,3,9,5,7,6,6,5,9,6,8,8,4,4,1,13,11,18,2,2,1,11,1,7,40,2,1,11,2,4,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,12,2,2,6,7,1,7,66,4,0,2,1,2,0
1,1,1,0,0,1,5,1,1,0,7,1,24,2,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,16,3,2,1,9,2,7,28,1,1,3,1,4,0
1,1,0,0,0,1,1,5,1,0,7,2,24,3,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,13,14,12,2,2,1,9,2,4,45,2,1,3,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4,12,2,2,1,7,1,2,42,2,0,2,1,2,1
1,0,0,1,1,1,3,2,3,1,3,3,14,21,12,9,10,10,10,10,9,7,9,8,9,6,9,3,1,13,10,12,1,1,4,11,2,7,20,1,1,11,3,2,1
1,1,0,0,0,1,.5,3,1,1,4,3,12,21,10,6,8,7,7,10,10,7,10,7,9,8,8,3,2,13,14,15,1,2,5,10,1,7,51,3,1,10,2,4,0
1,1,0,0,1,1,2.5,1,1,1,4,3,13,21,10,4,8,6,6,6,6,6,6,6,8,6,8,4,1,13,14,13,1,2,6,7,1,2,63,3,1,2,2,3,0
1,1,0,0,0,1,3,1,1,0,7,3,24,9,26,10,8,7,7,9,6,8,7,6,9,5,10,4,1,13,14,16,2,2,1,8,2,1, , ,1,3,1,4,0
0,2,2,2,2,2,-1,-1,13,1,1,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,15,2,2,2,8,2,3,56,3,0,3,5,4,0
1,0,1,1,1,1,1,2,3,1,1,3,14,21,4,10,5,9,6,9,5,7,8,8,9,4,7,1,2,13,4,13,1,1,4,8,1,5,30,1,1,3,5,3,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,4,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,14,3,2,8,11,1,3,52,3,0,11,1,3,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,19,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,1,2,1,11,2,2,57,3,0,11,1,3,0
1,1,1,1,0,1,1,1,1,1,4,3,17,21,1,9,9,7,7,9,9,9,9,8,8,8,8,3,1,13,14,15,2,1,2,10,2,6,41,2,1,10,2,4,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,6,5,1,1,84,4,0,2,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,6,11,1,4,61,3,0,11,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,14,2,2,1,9,2,5,45,2,0,3,1,3,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,2,2,1,9,1,4,27,1,0,3,1,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,1,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4,12,1,2,1,6,1,4,30,1,0,2,2,2,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,14,2,2,2,9,2,1,51,3,0,3,1,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,16,2,2,6,8,2,4,80,4,0,3,2,4,0
1,1,0,1,0,1,4.5,1,1,1,4,3,2,21,26,3,10,7,9,8,10,2,9,5,10,5,9,1,1,13,14,13,2,2,3,8,2,3,30,1,1,3,2,3,1
0,2,2,2,2,2,-1,-1,13,1,3,3,14,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,9,14,1,2,1,11,2,2, , ,0,11,3,3,0
1,1,0,0,0,1,1,2,1,1,4,3,2,21,10,10,10,10,10,8,8,8,10,10,10,5,5,2,2,13,14,14,2,2,6,11,2,4,70,4,1,11,2,3,0
1,1,1,0,1,1,2,3,1,0,7,3,24,1,22,99,10,99,10,9,7,99,8,99,6,99,3,4,1,13,14,12,1,2,1,7,1,5,31,1,1,2,1,2,1
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,2,2,2,2,32,1,0,1,4,2,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,4,2,4,11,2,1,44,2,0,11,1,2,0
1,0,1,0,0,0,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,13,1,2,1,6,2,7,43,2,2,2,2,3,0
1,0,1,1,0,1,3,2,2,1,3,3,10,21,26,8,9,8,8,9,7,7,9,8,8,10,4,2,1,13,10,16,2,1,1,8,2,7,46,2,1,3,3,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,12,2,2,6,11,2,2,79,4,0,11,2,2,0
1,1,0,0,0,1,1,1,1,0,7,2,24,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,13,14,12,3,2,6,8,2,6,70,4,1,3,1,2,0
1,0,1,0,1,1,3,2,2,1,2,3,10,21,10,6,8,7,5,9,4,6,6,7,9,7,7,2,1,13,11,13,2,2,1,11,2,7, , ,1,11,4,3,0
1,1,1,0,1,1,3.5,2,1,1,4,3,21,21,18,10,10,8,8,10,8,10,8,8,8,7,8,4,2,13,14,15,2,1,1,8,1,3,30,1,1,3,2,4,1
1,1,0,0,0,1,2,1,1,0,7,2,24,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,13,2,2,1,11,2,6,59,3,1,11,1,3,0
1,0,1,0,1,1,2,1,2,0,7,3,1,21,23,10,10,8,10,10,10,10,10,10,10,10,10,3,1,13,4,12,2,2,1,6,2,4,38,2,1,2,1,2,1
1,0,0,0,1,0,-1,-1,13,1,2,3,6,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,12,13,1,2,7,2,1,6,48,2,2,1,4,3,0
1,0,0,0,1,0,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,13,3,2,1,11,2,2,57,3,2,11,2,3,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,4,2,8,11,1,3,31,1,0,11,1,2,1
1,1,0,0,1,1,5,1,1,1,3,3,11,21,10,7,10,5,10,10,7,9,10,10,10,8,10,3,1,13,14,15,1,2,1,9,2,5,43,2,1,3,3,4,1
1,1,1,1,0,1,3,4,1,1,2,3,10,21,26,6,6,10,9,10,7,7,5,10,5,10,8,2,2,13,14,14,3,2,1,9,2,5,53,3,1,3,4,3,0
1,0,1,0,0,1,3,4,2,0,7,3,24,16,18,5,10,10,10,8,8,6,10,5,7,6,6,4,2,13,10,13,2,2,1,8,1,7,37,2,1,3,1,3,0
1,1,1,1,1,1,4,1,1,1,2,3,10,21,10,10,10,10,10,10,9,7,8,9,9,8,7,2,1,13,14,1,1,2,1,7,1,7,35,1,1,2,4,1,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,1,7,1,5,39,2,0,2,1,2,0
1,1,1,0,0,1,1,1,1,0,7,3,21,21,21,8,9,10,8,10,8,10,10,5,10,5,10,4,1,13,14,12,2,2,2,1,2,7,43,2,1,1,1,2,0
