intacess,intacshm,intacwk,intacscl,intaclib,intuse,intuseyr,intusefq,intsite,libuseyr,libusefq,libstop,libuswhy,libnowhy,intuswhy,libradeq,netradeq,libfind,netfind,libacinf,netacinf,libcurnt,netcurnt,libfun,intfun,surflib,surfnet,libusfut,netusfut,intnowhy,rsnonet,educ,rural,student,employed,income,gender,region,age,agecat4,internet,income3,libfreq,degree,kids
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,15,2,2,6,11,2,6,73,4,0,11,1,4,0
0,2,2,2,2,2,-1,-1,13,1,2,3,17,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6,15,3,2,1,8,1,7,60,3,0,3,4,4,1
1,1,1,0,0,1,4,1,1,0,7,1,24,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,13,1,2,1,8,2,4,35,1,1,3,1,3,1
1,1,0,0,0,1,5,2,1,0,7,3,12,21,12,9,9,9,8,8,8,7,7,10,10,10,8,3,2,13,14,14,1,2,7,7,2,1,43,2,1,2,1,3,0
1,1,0,1,1,1,.25,2,1,1,2,3,21,21,26,3,10,9,9,9,8,9,8,8,9,7,7,3,2,13,14,12,1,2,1,8,1,5,44,2,1,3,4,2,1
0,2,2,2,2,2,-1,-1,13,1,3,3,15,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,3,2,1,9,1,2,55,3,0,3,3,4,0
1,1,0,0,1,1,3,2,1,0,7,2,24,2,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,13,14,12,2,2,1,6,2,1,38,2,1,2,1,2,0
1,0,0,1,1,1,1,2,3,1,4,3,10,21,26,8,9,10,8,8,8,8,9,10,10,8,8,2,2,13,1,17,1,2,1,6,2,5,48,2,1,2,2,4,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,10,1,2,2,2,2,4,70,4,0,1,1,1,0
1,1,0,0,1,1,3,3,1,1,4,3,12,21,12,6,10,5,9,9,9,6,9,5,10,5,5,4,2,13,14,14,2,2,2,8,2,2,28,1,1,3,2,3,1
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,13,2,2,6,11,2,1,68,4,0,11,4,3,1
0,2,2,2,2,2,-1,-1,13,1,2,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,15,1,2,1,4,2,2,24,1,0,1,4,4,0
1,1,1,1,1,1,4,1,1,1,1,3,2,21,1,6,7,8,8,99,7,7,9,10,8,9,7,1,1,13,14,17,2,1,2,11,2,2,43,2,1,11,5,4,1
1,1,1,0,1,1,7,2,1,1,4,3,12,21,3,10,10,8,9,7,7,9,9,8,10,10,10,4,1,13,14,15,1,2,1,11,1,3,51,3,1,11,2,4,0
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6,12,2,2,6,10,2,4,59,3,0,10,4,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,12,3,2,8,11,1,2,70,4,0,11,1,2,0
1,1,1,1,0,1,5,1,1,1,4,3,10,21,10,3,8,8,9,8,7,7,9,8,10,8,10,3,1,13,14,16,2,1,4,3,2,5,22,1,1,1,2,4,0
0,2,2,2,2,2,-1,-1,13,1,1,3,21,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,17,2,2,6,11,1,2,76,4,0,11,5,4,0
1,1,0,0,0,1,3,3,1,0,7,2,24,1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,13,14,12,1,2,1,7,1,4,36,2,1,2,1,2,1
0,2,2,2,2,2,-1,-1,13,1,3,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,13,2,2,3,9,2,5,74,4,0,3,3,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,3,6,2,4,61,3,0,2,2,2,0
1,1,0,1,1,1,1,2,1,1,4,3,10,21,14,8,10,6,8,8,9,10,8,8,10,99,10,4,2,13,14,12,3,1,1,3,2,3,20,1,1,1,2,2,1
1,1,1,0,0,1,6,2,1,1,2,3,2,21,16,10,10,10,10,10,9,10,9,10,9,10,10,2,2,13,14,13,3,2,1,6,2,3,33,1,1,2,4,3,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,3,2,1,6,2,5,27,1,0,2,1,2,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,11,1,2,1,7,1,2,21,1,0,2,1,1,0
0,2,2,2,2,2,-1,-1,13,0,7,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,1,2,3,9,2,6,38,2,0,3,1,3,1
0,2,2,2,2,2,-1,-1,13,1,2,3,15,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,16,1,2,6,7,1,6,64,3,0,2,4,4,0
0,2,2,2,2,2,-1,-1,13,1,3,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4,13,1,2,3,10,2,6,81,4,0,10,3,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,19,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,13,1,2,2,7,2,5,40,2,0,2,2,3,1
1,1,1,0,0,1,5,1,7,1,4,3,6,21,21,3,8,3,8,4,7,3,8,6,7,4,9,4,1,13,14,15,3,2,1,9,1,6,53,3,1,3,2,4,0
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,1,2,6,7,2,2,67,4,0,2,4,3,0
1,1,1,1,1,1,2,1,1,1,1,3,21,21,3,10,7,8,8,10,7,8,10,10,6,10,99,2,1,13,14,15,3,2,3,9,2,6,45,2,1,3,5,4,1
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,13,1,2,5,3,2,6,40,2,0,1,2,3,0
1,1,0,0,1,1,2,2,1,0,7,2,24,18,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,14,2,2,1,7,1,5,38,2,1,2,1,3,0
1,0,1,0,1,0,-1,-1,13,1,4,3,21,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,13,1,2,1,8,1,1,56,3,2,3,2,3,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,10,3,2,6,1,2,2,71,4,0,1,1,1,0
0,2,2,2,2,2,-1,-1,13,1,4,3,1,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6,12,4,2,1,10,1,4,40,2,0,10,2,2,1
1,1,1,0,1,1,2,2,1,1,3,3,15,21,10,5,6,5,5,9,1,9,2,8,7,8,6,2,1,13,14,13,2,2,8,9,1,7,44,2,1,3,3,3,0
1,1,0,0,1,1,1,2,1,1,3,3,2,21,5,8,10,6,7,10,9,8,8,7,9,6,7,3,2,13,14,12,3,2,5,7,1,7,33,1,1,2,3,2,1
1,1,0,0,1,1,3,2,1,0,7,3,1,21,26,9,9,10,10,10,10,10,10,10,10,8,8,2,2,13,14,12,1,2,2,11,2,7,42,2,1,11,1,2,1
0,2,2,2,2,2,-1,-1,13,1,4,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,2,2,2,9,2,7,34,1,0,3,2,4,1
0,2,2,2,2,2,-1,-1,13,1,4,3,14,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,14,2,2,1,11,2,7,35,1,0,11,2,3,1
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6,15,2,2,6,8,2,7,67,4,0,3,2,4,0
1,1,0,0,0,1,2,1,1,0,7,1,24,4,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,15,3,2,1,7,1,7,43,2,1,2,1,4,0
0,2,2,2,2,2,-1,-1,13,1,2,3,17,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,12,3,2,6,6,2,7,70,4,0,2,4,2,0
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,14,1,2,6,8,1,2,82,4,0,3,2,3,0
1,1,1,0,1,1,2,1,1,1,3,3,10,21,3,8,10,8,8,10,8,10,10,10,10,10,10,1,1,13,14,15,1,2,1,9,1,2,40,2,1,3,3,4,0
1,1,1,0,1,1,3,2,2,1,4,3,12,21,26,10,10,10,5,10,5,7,8,10,7,10,6,4,2,13,14,18,3,2,1,7,2,6,50,2,1,2,2,4,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,10,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,6,2,2,7,64,3,0,1,1,2,0
1,1,0,0,1,1,2,1,1,1,4,3,12,21,18,8,10,7,9,8,8,6,6,5,10,4,8,4,1,13,14,15,3,2,6,7,2,6,63,3,1,2,2,4,0
1,1,1,1,1,1,2,2,1,1,3,3,10,21,26,99,99,99,99,99,99,99,99,99,99,99,99,3,2,13,14,12,3,2,1,7,2,3,46,2,1,2,3,2,1
1,0,1,1,0,1,.25,4,2,0,7,3,24,1,22,5,7,10,10,8,8,5,7,1,6,4,6,5,5,13,9,11,3,1,4,8,2,7,19,1,1,3,1,1,1
0,2,2,2,2,2,-1,-1,13,1,4,3,15,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,10,1,2,1,4,1,3,20,1,0,1,2,1,1
1,1,0,1,1,1,3,1,1,1,2,3,10,21,26,10,10,10,10,10,7,10,10,8,8,10,10,2,1,13,14,15,3,1,1,6,2,4,29,1,1,2,4,4,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,10,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,3,2,1,6,2,7,51,3,0,2,1,2,0
1,1,0,0,1,1,5,1,1,1,3,3,10,21,10,7,7,7,4,7,5,7,7,9,8,8,8,2,1,13,14,15,1,2,6,8,2,1,56,3,1,3,3,4,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,14,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,3,1,2,5,10,2,3,68,4,0,10,1,1,0
1,1,1,0,1,1,2,2,2,1,4,3,15,21,4,9,7,8,6,10,7,8,9,8,9,7,10,3,2,13,14,15,2,2,1,9,1,5,38,2,1,3,2,4,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6,11,1,2,1,8,1,2,31,1,0,3,1,1,1
1,1,0,0,1,1,9,1,1,1,2,3,10,21,10,7,8,7,8,9,6,9,5,10,10,10,10,2,1,13,14,16,3,2,3,9,2,3,34,1,1,3,4,4,1
1,0,1,1,1,1,-1,1,2,1,3,3,10,21,10,6,6,9,5,9,6,8,8,9,9,9,8,3,1,13,10,15,2,2,1,7,2,1,52,3,1,2,3,4,0
1,1,1,0,0,1,5,1,7,0,7,3,10,21,26,5,8,8,9,8,8,8,8,6,9,8,8,4,1,13,14,15,1,2,1,11,1,7,62,3,1,11,1,4,1
1,0,0,0,0,1,1,-1,5,0,7,2,24,1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,13,12,12,2,2,1,7,2,3,27,1,1,2,1,2,1
1,1,0,0,0,1,2,5,1,1,4,3,14,21,9,5,8,10,10,6,7,4,8,1,7,2,10,4,1,13,14,12,1,2,1,6,2,5,20,1,1,2,2,2,0
1,1,0,0,1,1,4,1,1,0,7,3,24,6,13,7,7,6,8,7,7,5,9,6,8,7,8,5,1,13,14,12,1,2,6,11,1,4,50,2,1,11,1,2,0
1,1,0,0,0,1,.5,3,1,0,7,3,24,1,10,10,10,99,10,10,10,10,10,99,10,99,10,4,2,13,14,12,1,1,1,4,2,1,28,1,1,1,1,2,1
1,1,0,0,1,1,2,1,1,1,2,3,12,21,22,6,6,7,5,8,5,8,8,8,8,5,2,2,1,13,14,15,1,2,2,7,2,1,54,3,1,2,4,4,0
1,0,1,0,1,1,1,5,2,1,4,3,8,21,24,7,7,7,7,8,7,6,7,8,7,7,6,2,1,13,10,13,3,2,1,4,2,7,62,3,1,1,2,3,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,9,1,2,8,3,2,4,52,3,0,1,1,1,0
0,2,2,2,2,2,-1,-1,13,1,4,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,9,12,2,2,1,11,2,2,40,2,0,11,2,2,1
1,1,0,0,1,1,1.5,1,1,0,7,2,24,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,12,1,2,2,7,2,3,23,1,1,2,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,16,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,11,4,2,6,11,2,1,71,4,0,11,1,1,0
1,1,0,0,1,1,5,1,1,1,2,3,12,21,10,7,9,8,9,8,6,8,8,8,10,7,8,2,1,13,14,16,2,2,2,11,2,1,59,3,1,11,4,4,0
1,1,1,0,1,1,2,1,1,1,3,3,18,21,26,2,8,10,8,8,8,7,9,8,7,10,1,2,2,13,14,14,3,2,1,9,1,4,47,2,1,3,3,3,1
1,1,0,1,0,1,2,2,1,1,4,3,12,21,26,99,5,8,8,5,5,3,5,6,10,5,3,4,2,13,14,12,2,2,10,11,2,7,61,3,1,11,2,2,99
1,0,0,0,1,1,1,5,5,1,1,3,1,21,1,6,6,7,10,8,8,6,9,9,4,8,4,1,4,13,2,13,2,2,8,6,1,3,44,2,1,2,5,3,1
1,1,0,0,1,1,2,1,1,0,7,3,24,18,26,2,10,5,9,5,6,4,9,3,10,2,10,5,1,13,14,20,2,2,6,11,1,7,69,4,1,11,1, ,0
1,1,1,1,1,1,2,4,2,1,4,3,1,21,10,7,8,8,6,10,7,8,8,7,6,4,6,3,4,13,14,15,2,2,1,9,1,2,40,2,1,3,2,4,1
1,0,1,1,1,1,1,6,2,1,2,3,1,21,2,10,10,7,7,10,10,8,8,10,10,5,7,6,6,13,11,17,3,1,8,11,1,4,42,2,1,11,4,4,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,7,11,1,1,57,3,0,11,1,2,0
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,15,3,2,6,11,2,4,72,4,0,11,4,4,0
1,0,0,0,0,1,-1,4,5,1,4,3,10,21,12,6,8,8,7,9,6,7,8,5,8,4,8,4,4,13,10,13,1,1,1,7,1,4,22,1,1,2,2,3,0
1,1,0,0,1,0,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,14,12,2,2,1,8,2,7,44,2,2,3,2,2,0
1,1,1,0,1,1,1,2,1,1,3,3,12,21,26,10,10,7,8,10,8,8,8,6,10,10,10,2,2,13,14,12,3,2,3,8,2,5,48,2,1,3,3,2,0
1,0,1,1,1,1,3,2,2,1,1,3,12,21,10,8,9,10,7,9,9,9,9,10,10,10,10,1,2,13,11,15,1,2,2,8,2,5,33,1,1,3,5,4,1
1,1,0,0,0,0,-1,-1,13,1,2,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,14,12,1,2,2,6,2,3, , ,2,2,4,2,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,12,1,2,6,10,2,2,81,4,0,10,1,2,0
1,0,0,0,1,0,-1,-1,13,1,4,3,17,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,9,2,2,1,1,2,3,33,1,2,1,2,1,1
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,14,2,2,1,11,2,2,33,1,0,11,2,3,0
1,1,0,0,1,1,1,2,1,1,4,3,10,21,12,8,8,9,9,10,7,10,8,5,7,2,4,4,3,13,14,15,2,2,3,8,2,2,52,3,1,3,2,4,1
1,1,0,0,1,1,3,1,1,1,3,3,2,21,26,1,10,10,10,5,7,5,7,5,7,7,10,4,1,13,14,12,2,2,1,8,1,5,36,2,1,3,3,2,1
1,1,0,0,1,1,2.5,2,1,0,7,3,10,21,10,99,10,5,9,99,10,99,8,99,8,1,7,5,2,13,14,12,1,2,6,11,1,4,55,3,1,11,1,2,0
0,2,2,2,2,2,-1,-1,13,1,1,3,17,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,3,3,2,3,41,2,0,1,5,2,1
1,0,1,1,1,1,8,4,10,1,4,3,14,21,26,10,10,10,10,10,10,10,10,8,8,1,2,4,2,13,11,14,2,1,1,7,1,6,24,1,1,2,2,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,2,2,6,11,1,2,72,4,0,11,2,4,0
1,1,0,0,1,1,1,1,1,1,4,3,6,21,22,8,10,6,8,7,9,5,9,5,9,3,7,4,1,13,14,15,2,2,1,8,1,4,46,2,1,3,2,4,0
1,0,0,1,1,1,5,5,4,1,4,3,4,21,4,10,10,10,10,10,1,8,1,10,10,1,10,4,4,13,10,12,2,2,1,5,1,5,19,1,1,2,2,2,0
1,1,0,0,1,1,4,2,1,1,1,3,10,21,10,2,9,10,10,10,9,7,9,8,8,7,9,1,1,13,14,15,1,2,2,8,2,6,32,1,1,3,5,4,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,12,2,2,6,2,2,3,75,4,0,1,1,2,0
1,1,1,0,1,1,2,1,1,1,4,3,2,21,21,1,5,4,4,7,3,4,7,7,7,3,3,3,1,13,14,18,2,2,1,9,1,3,46,2,1,3,2,4,1
1,1,0,0,1,1,3,1,1,1,1,3,10,21,10,1,6,7,7,8,6,4,4,6,6,5,4,4,1,13,14,12,1,2,7,7,1,5,59,3,1,2,5,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,2,2,3,10,2,7,47,2,0,10,1,2,0
1,1,1,0,1,1,5,1,1,1,4,3,10,21,10,3,10,3,10,8,5,1,9,8,7,2,7,4,1,13,14,15,3,2,1,9,1,2,49,2,1,3,2,4,0
1,1,0,1,1,1,3,1,1,1,3,3,2,21,1,5,10,10,10,10,10,5,10,5,10,10,10,3,1,13,14,14,2,2,3,9,2,1,39,2,1,3,3,3,1
1,1,0,0,0,1,-1,1,1,1,4,3,2,21,10,8,9,8,9,8,9,6,8,7,9,8,8,2,2,13,14,12,3,2,1,4,1,4,31,1,1,1,2,2,1
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,12,2,2,6,11,2,5,71,4,0,11,2,2,0
1,1,0,0,1,1,1,3,1,1,2,3,10,21,10,10,10,10,4,7,7,10,10,10,5,10,10,2,1,13,14,12,2,2,3,8,2,5,59,3,1,3,4,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,1,11,1,4,48,2,0,11,1,2,0
1,1,0,0,0,1,1,2,1,1,4,3,15,21,26,5,8,5,7,7,3,8,10,8,8,10,9,3,2,13,14,13,2,2,1,7,1,7,45,2,1,2,2,3,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,3,2,5,10,2,4,55,3,0,10,1,2,0
1,0,1,0,0,1,-1,1,2,1,4,3,12,21,9,6,10,10,10,10,10,10,10,6,10,10,10,2,1,13,9,11,3,2,1,7,2,7,34,1,1,2,2,1,1
1,1,0,0,0,1,2,5,1,0,7,2,24,1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,15,2,2,1,9,2,1,58,3,1,3,1,4,0
0,2,2,2,2,2,-1,-1,13,1,3,3,13,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,1,2,6,4,2,4,73,4,0,1,3,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,2,2,1,6,2,5,48,2,0,2,2,2,1
0,2,2,2,2,2,-1,-1,13,1,3,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,13,1,2,1,7,1,3,52,3,0,2,3,3,1
0,2,2,2,2,2,-1,-1,13,3,7,3,24,11,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,1,4,2,4,23,1,0,1,1,2,1
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,3,2,1,7,2,1,43,2,0,2,2,2,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,4,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,12,2,2,6,4,2,2,75,4,0,1,1,2,0
1,1,1,0,1,1,3,1,1,1,2,3,10,21,10,5,9,9,9,8,9,10,10,5,6,7,9,2,1,13,14,15,1,2,1,6,1,5,48,2,1,2,4,4,1
0,2,2,2,2,2,-1,-1,13,0,7,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,11,3,2,8,11,2,1,28,1,0,11,1,1,0
0,2,2,2,2,2,-1,-1,13,1,1,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,14,2,2,2,6,2,1,61,3,0,2,5,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,13,3,2,6,6,2,3,48,2,0,2,2,3,0
1,1,1,0,1,1,.5,2,2,1,1,3,10,21,21,8,8,5,8,7,8,5,8,10,10,10,3,1,2,13,14,14,3,2,1,9,1,2,44,2,1,3,5,3,0
1,1,0,1,0,1,2,1,1,1,2,3,17,21,26,8,10,10,10,8,10,5,9,8,10,8,10,2,1,13,14,15,1,1,1,7,2,3,29,1,1,2,4,4,0
1,0,0,1,0,1,3,2,3,0,7,2,24,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,13,11,14,1,1,4,7,1,4,22,1,1,2,1,3,1
0,2,2,2,2,2,-1,-1,13,1,1,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,2,2,3,5,2,2,35,1,0,2,5,2,1
1,1,1,0,1,1,4,1,1,0,7,3,1,21,10,99,9,5,5,5,9,6,8,99,5,99,8,4,1,13,14,14,3,2,1,9,1,5,52,3,1,3,1,3,1
1,0,1,0,1,1,3,1,2,1,4,3,13,21,10,6,9,6,9,9,7,8,9,9,8,5,9,3,1,13,10,15,3,2,1,6,1,1,30,1,1,2,2,4,0
1,1,0,0,1,1,3,2,1,0,7,3,6,21,21,9,10,9,10,9,8,9,10,9,9,8,9,1,2,13,14,12,2,2,1,8,1,7,48,2,1,3,1,2,0
1,1,1,1,1,1,3,4,1,1,3,3,14,21,10,8,10,8,9,9,9,8,10,5,5,8,8,3,4,13,14,12,2,2,2,8,1,5,18,1,1,3,3,2,0
1,1,1,0,1,1,2,1,1,0,7,3,3,21,18,7,6,7,8,8,8,7,8,8,8,5,8,2,1,13,14,13,2,2,1,9,2,7,44,2,1,3,1,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,3,1,1,9,1,7,24,1,0,3,2,4,0
1,1,0,0,1,1,10,1,1,1,3,3,8,21,10,8,8,8,8,9,6,8,8,5,7,7,5,3,1,13,14,15,3,2,6,11,1,4,70,4,1,11,3,4,0
0,2,2,2,2,2,-1,-1,13,1,3,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,7,14,1,2,1,7,2,5,48,2,0,2,3,3,0
1,1,0,0,1,1,2.5,2,1,0,7,3,10,21,26,5,8,8,5,8,9,9,7,5,8,2,9,2,2,13,14,13,2,2,3,6,2,4,30,1,1,2,1,3,1
1,0,1,0,1,1,2,2,2,1,4,3,10,21,10,8,10,9,10,8,10,10,8,10,10,10,9,4,1,13,10,16,1,2,1,6,2,7,63,3,1,2,2,4,1
1,1,1,1,1,1,1,1,1,1,4,3,12,21,21,10,10,10,10,10,10,7,10,3,10,2,10,4,1,13,14,16,1,1,1,7,2,4,41,2,1,2,2,4,0
1,0,1,0,0,1,4,1,2,1,1,3,10,21,10,9,10,10,10,9,9,8,8,9,10,10,9,1,1,13,11,14,1,2,1,9,1,3,48,2,1,3,5,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,6,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,8,16,1,2,6,3,1,5,90,4,0,1,2,4,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,19,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,11,3,2,6,6,1,3,68,4,0,2,1,1,0
