"ID","AGE","AGECAT","CPLDIFED","DEGREE","EDUC","EMAILHRS","FINRELA","HAPMAR","HAPPY","HRS1","HUSBEDUC","HUSBFT","HUSBHR","INCOMDOL","INCOME","LIFE","MAEDUC","MARITAL","NDEGREE","NETCAT","NETHRS","PAEDUC","PARTYID","POSTLIFE","PRES96","PRTDIFED","RICHWORK","RINCDOL","RINCOME","SATJOB","SEX","SIBS","SPDEG","SPEDUC","SPHRS1","SPWRKSTA","SRCHENG2","TVHOURS","USECOMP","USEMAIL","USENET","USEWEB","VOTE96","WEBHRS","WIFEDUC","WIFEFT","WIFEHR","WRKSTAT","ZODIAC"
"1152",2085,26,"18-29",NA,"Bachelor",16,NA,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,67500,20,"ROUTINE",NA,"NEVER MARRIED","junior college or more",NA,NA,9,"STRONG DEMOCRAT","YES","CLINTON",NA,"STOP WORKING",37500,17,"MOD. SATISFIED","Female",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","AQUARIUS"
"1153",2086,42,"40-49",NA,"Bachelor",16,1.5,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,32500,16,NA,11,"SEPARATED","junior college or more","1+ to  4 hours",3.5,NA,"STRONG DEMOCRAT","NO","CLINTON",NA,NA,32500,16,"MOD. SATISFIED","Female",2,NA,NA,NA,NA,NA,1,"Yes","Yes","Yes","Yes","VOTED",2,NA,NA,NA,"WORKING FULLTIME","SCORPIO"
"1154",2088,50,"50-59",NA,"High school",12,NA,"AVERAGE",NA,"VERY HAPPY",25,NA,NA,NA,NA,24,"EXCITING",0,"NEVER MARRIED","high school","Not Internet user",NA,NA,"NOT STR DEMOCRAT",NA,NA,NA,"CONTINUE WORKING",NA,24,"VERY DISSATISFIED","Female",9,NA,NA,NA,NA,NA,4,"No","No","No","No",NA,-1,NA,NA,NA,"WORKING FULLTIME",NA
"1155",2089,37,"30-39",2,"High school",14,5,"ABOVE AVERAGE","PRETTY HAPPY","VERY HAPPY",40,14,"Yes",40,NA,24,NA,6,"MARRIED","high school","4+ to 10 hours",9,NA,"STRONG REPUBLICAN","YES","DOLE",NA,NA,NA,24,"VERY SATISFIED","Male",6,"HIGH SCHOOL",12,25,"WORKING PARTTIME","YAHOO",5,"Yes","Yes","Yes","Yes","VOTED",4,12,"No",25,"WORKING FULLTIME","PISCES"
"1156",2091,36,"30-39",NA,"High school",12,NA,"BELOW AVERAGE",NA,"VERY HAPPY",40,NA,NA,NA,11250,9,"ROUTINE",12,"DIVORCED","high school","Not Internet user",NA,NA,"STRONG DEMOCRAT",NA,"CLINTON",NA,"STOP WORKING",11250,9,"MOD. SATISFIED","Female",6,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","AQUARIUS"
"1157",2092,45,"40-49",NA,"High school",14,NA,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,45000,18,"EXCITING",8,"DIVORCED","high school","Not Internet user",NA,NA,"STRONG DEMOCRAT","YES","CLINTON",NA,"STOP WORKING",45000,18,"MOD. SATISFIED","Female",10,NA,NA,NA,NA,NA,5,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","SCORPIO"
"1158",2093,53,"50-59",NA,"Less than HS",11,NA,"BELOW AVERAGE",NA,"VERY HAPPY",40,NA,NA,NA,3500,3,"EXCITING",NA,"NEVER MARRIED","Lt than high school","Not Internet user",NA,NA,"INDEPENDENT",NA,NA,NA,"CONTINUE WORKING",3500,3,"VERY SATISFIED","Female",20,NA,NA,NA,NA,NA,NA,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","LEO"
"1159",2098,31,"30-39",NA,"High school",12,NA,"BELOW AVERAGE",NA,"PRETTY HAPPY",50,NA,NA,NA,37500,17,NA,12,"WIDOWED","high school","Not Internet user",NA,12,"NOT STR REPUBLICAN","YES",NA,0,NA,18750,12,"MOD. SATISFIED","Male",11,NA,NA,NA,NA,NA,1,"No","No","No","No","DID NOT VOTE",-1,NA,NA,NA,"WORKING FULLTIME","ARIES"
"1160",2099,33,"30-39",-3,"Junior college",15,0,"AVERAGE","VERY HAPPY","VERY HAPPY",40,12,"Yes",50,67500,20,NA,10,"MARRIED","junior college or more","1+ to  4 hours",2,12,"NOT STR REPUBLICAN","YES",NA,2,NA,37500,17,"VERY SATISFIED","Female",3,"HIGH SCHOOL",12,50,"WORKING FULLTIME","YAHOO",NA,"Yes","No","Yes","Yes","DID NOT VOTE",2,15,"Yes",40,"WORKING FULLTIME","CANCER"
"1161",2104,50,"50-59",NA,"Bachelor",16,0,"AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,37500,17,"EXCITING",12,"DIVORCED","junior college or more","1+ to  4 hours",2,8,"INDEPENDENT",NA,"DOLE",-4,"CONTINUE WORKING",37500,17,"VERY SATISFIED","Female",4,NA,NA,NA,NA,"GO",NA,"Yes","No","Yes","Yes","VOTED",2,NA,NA,NA,"WORKING FULLTIME","ARIES"
"1162",2109,37,"30-39",NA,"Junior college",16,5,"BELOW AVERAGE",NA,"VERY HAPPY",30,NA,NA,NA,21250,13,"EXCITING",12,"NEVER MARRIED","junior college or more","More than 10",15,10,"NOT STR DEMOCRAT","YES","CLINTON",-2,"CONTINUE WORKING",21250,13,"MOD. SATISFIED","Male",1,NA,NA,NA,NA,"IWON",2,"Yes","Yes","Yes","Yes","VOTED",10,NA,NA,NA,"WORKING FULLTIME","VIRGO"
"1163",2113,49,"40-49",NA,"High school",15,2,"FAR BELOW AVERAGE",NA,"VERY HAPPY",45,NA,NA,NA,18750,12,"EXCITING",8,"DIVORCED","high school","1+ to  4 hours",3,9,"NOT STR DEMOCRAT",NA,"DOLE",1,"CONTINUE WORKING",NA,NA,"VERY SATISFIED","Female",4,NA,NA,NA,NA,"AOL",NA,"Yes","Yes","Yes","Yes","VOTED",1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"1164",2118,34,"30-39",0,"High school",12,0,"AVERAGE","VERY HAPPY","PRETTY HAPPY",40,12,"Yes",40,55000,19,"ROUTINE",14,"MARRIED","high school","One hour or less",1,NA,"STRONG REPUBLICAN","YES","DOLE",NA,"CONTINUE WORKING",32500,16,"MOD. SATISFIED","Male",0,"HIGH SCHOOL",12,40,"WORKING FULLTIME",NA,1,"Yes","No","Yes","Yes","VOTED",1,12,"Yes",40,"WORKING FULLTIME","VIRGO"
"1165",2119,47,"40-49",0,"High school",12,NA,"ABOVE AVERAGE","PRETTY HAPPY","PRETTY HAPPY",40,12,"Yes",60,67500,20,"ROUTINE",9,"MARRIED","high school","Not Internet user",NA,9,"STRONG DEMOCRAT",NA,"CLINTON",0,"STOP WORKING",11250,9,"VERY SATISFIED","Female",3,NA,12,60,"WORKING FULLTIME",NA,NA,"Yes",NA,"No","No","VOTED",-1,12,"Yes",40,"WORKING FULLTIME",NA
"1166",2120,44,"40-49",NA,"High school",12,NA,"BELOW AVERAGE",NA,"PRETTY HAPPY",45,NA,NA,NA,23750,14,"EXCITING",12,"NEVER MARRIED","high school",NA,NA,12,"STRONG DEMOCRAT","YES","CLINTON",0,"STOP WORKING",23750,14,"MOD. SATISFIED","Female",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","TAURUS"
"1167",2121,27,"18-29",NA,"High school",14,6,"AVERAGE",NA,"PRETTY HAPPY",45,NA,NA,NA,27500,15,"EXCITING",20,"NEVER MARRIED","high school","4+ to 10 hours",8,20,"NOT STR DEMOCRAT","NO","CLINTON",0,"CONTINUE WORKING",27500,15,"MOD. SATISFIED","Male",1,NA,NA,NA,NA,"YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",2,NA,NA,NA,"WORKING FULLTIME","VIRGO"
"1168",2124,49,"40-49",NA,"High school",13,NA,"AVERAGE",NA,"PRETTY HAPPY",60,NA,NA,NA,67500,20,"ROUTINE",12,"DIVORCED","high school",NA,NA,8,"IND,NEAR REP","YES","DOLE",-4,"STOP WORKING",67500,20,"VERY SATISFIED","Male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","CANCER"
"1169",2125,44,"40-49",NA,"Bachelor",16,0.0166666666666667,"AVERAGE",NA,"PRETTY HAPPY",42,NA,NA,NA,45000,18,NA,16,"NEVER MARRIED","junior college or more","One hour or less",0.516666666666667,16,"NOT STR DEMOCRAT","NO","CLINTON",0,NA,45000,18,"VERY DISSATISFIED","Female",2,NA,NA,NA,NA,NA,2,"Yes","Yes","Yes","Yes","VOTED",0.5,NA,NA,NA,"WORKING FULLTIME","LEO"
"1170",2126,37,"30-39",NA,"High school",12,NA,"ABOVE AVERAGE",NA,"VERY HAPPY",60,NA,NA,NA,67500,20,NA,17,"DIVORCED","high school",NA,NA,17,"IND,NEAR DEM","NO","CLINTON",0,NA,67500,20,"VERY SATISFIED","Male",2,NA,NA,NA,NA,"EXCITE",2,"Yes",NA,"Yes","Yes","VOTED",10,NA,NA,NA,"WORKING FULLTIME","GEMINI"
"1171",2128,42,"40-49",NA,"High school",15,2.5,"ABOVE AVERAGE",NA,"VERY HAPPY",40,NA,NA,NA,45000,18,"EXCITING",0,"NEVER MARRIED","high school","4+ to 10 hours",4.5,NA,"NOT STR DEMOCRAT",NA,"CLINTON",NA,"CONTINUE WORKING",45000,18,"VERY SATISFIED","Female",3,NA,NA,NA,NA,"YAHOO",NA,"Yes","Yes","Yes","Yes","VOTED",2,NA,NA,NA,"WORKING FULLTIME","CANCER"
"1172",2129,74,"60-89",NA,"High school",12,1,"AVERAGE",NA,"PRETTY HAPPY",72,NA,NA,NA,55000,19,NA,6,"DIVORCED","high school",NA,NA,16,"NOT STR DEMOCRAT",NA,NA,10,NA,NA,NA,"MOD. SATISFIED","Male",2,NA,NA,NA,NA,NA,5,"Yes","Yes","Yes","No","DID NOT VOTE",-2,NA,NA,NA,"WORKING FULLTIME","CANCER"
"1173",2130,41,"40-49",NA,"Bachelor",17,4,"AVERAGE",NA,"VERY HAPPY",55,NA,NA,NA,45000,18,"EXCITING",12,"NEVER MARRIED","junior college or more","More than 10",34,12,"STRONG REPUBLICAN","YES","DOLE",0,"CONTINUE WORKING",37500,17,"VERY SATISFIED","Male",2,NA,NA,NA,NA,"YAHOO",NA,"Yes","Yes","Yes","Yes","VOTED",30,NA,NA,NA,"WORKING FULLTIME","ARIES"
"1174",2131,42,"40-49",NA,"Bachelor",16,2,"ABOVE AVERAGE",NA,"VERY HAPPY",40,NA,NA,NA,67500,20,"EXCITING",12,"DIVORCED","junior college or more","4+ to 10 hours",5,16,"STRONG DEMOCRAT",NA,"CLINTON",4,"CONTINUE WORKING",67500,20,"VERY SATISFIED","Female",3,NA,NA,NA,NA,"YAHOO",NA,"Yes","Yes","Yes","Yes","VOTED",3,NA,NA,NA,"WORKING FULLTIME","SCORPIO"
"1175",2136,32,"30-39",0,"High school",12,1,"ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",55,12,"Yes",55,55000,19,"EXCITING",12,"MARRIED","high school","1+ to  4 hours",2,12,"IND,NEAR DEM","YES","CLINTON",0,"STOP WORKING",32500,16,"VERY SATISFIED","Male",4,"HIGH SCHOOL",12,40,"WORKING FULLTIME","YAHOO",3,"Yes","Yes","Yes","Yes","VOTED",1,12,"Yes",40,"WORKING FULLTIME","TAURUS"
"1176",2137,40,"40-49",7,"Graduate",20,2,"BELOW AVERAGE","VERY HAPPY","VERY HAPPY",60,20,"Yes",60,37500,17,"EXCITING",14,"MARRIED","junior college or more","1+ to  4 hours",2.5,12,"NOT STR REPUBLICAN",NA,"DOLE",-2,"CONTINUE WORKING",32500,16,"VERY SATISFIED","Male",3,"HIGH SCHOOL",13,30,"WORKING PARTTIME",NA,NA,"Yes","Yes","Yes","Yes","VOTED",0.5,13,"No",30,"WORKING FULLTIME","PISCES"
"1177",2139,64,"60-89",0,"High school",12,NA,"AVERAGE","VERY HAPPY","VERY HAPPY",40,12,"Yes",40,37500,17,NA,8,"MARRIED","high school","Not Internet user",NA,3,"STRONG REPUBLICAN","YES","DOLE",-5,NA,21250,13,"VERY SATISFIED","Male",9,"HIGH SCHOOL",12,40,"WORKING FULLTIME",NA,4,"Yes","No","No","No","VOTED",-1,12,"Yes",40,"WORKING FULLTIME","CAPRICORN"
"1178",2143,43,"40-49",1,"Bachelor",16,1,"AVERAGE","VERY HAPPY","VERY HAPPY",50,16,"Yes",50,37500,17,"EXCITING",13,"MARRIED","junior college or more","More than 10",11,NA,"STRONG REPUBLICAN","YES","DOLE",NA,"CONTINUE WORKING",32500,16,"MOD. SATISFIED","Male",1,"HIGH SCHOOL",15,20,"WORKING PARTTIME","YAHOO",3,"Yes","Yes","Yes","Yes","VOTED",10,15,"No",20,"WORKING FULLTIME","GEMINI"
"1179",2145,65,"60-89",0,"High school",12,NA,"BELOW AVERAGE","VERY HAPPY","PRETTY HAPPY",66,12,"Yes",66,45000,18,"EXCITING",13,"MARRIED","high school","Not Internet user",NA,8,"STRONG REPUBLICAN","YES","DOLE",-5,"CONTINUE WORKING",45000,18,"MOD. SATISFIED","Male",4,"HIGH SCHOOL",12,NA,"OTHER",NA,2,"No","No","No","No","VOTED",-1,12,"No",NA,"WORKING FULLTIME","LEO"
"1180",2146,56,"50-59",-4,"Bachelor",16,0.333333333333333,NA,NA,NA,40,12,"Yes",NA,37500,17,NA,12,"MARRIED","junior college or more","1+ to  4 hours",3.33333333333333,12,"NOT STR REPUBLICAN",NA,"DOLE",0,"STOP WORKING",37500,17,"MOD. SATISFIED","Female",1,"HIGH SCHOOL",12,NA,"WORKING FULLTIME","YAHOO",NA,"Yes","Yes","Yes","Yes","VOTED",3,16,"Yes",40,"WORKING FULLTIME","SCORPIO"
"1181",2150,54,"50-59",NA,"Bachelor",16,NA,"ABOVE AVERAGE",NA,"VERY HAPPY",40,NA,NA,NA,13750,10,"EXCITING",8,"NEVER MARRIED","junior college or more","Not Internet user",NA,NA,"STRONG DEMOCRAT",NA,"CLINTON",NA,"CONTINUE WORKING",13750,10,"VERY SATISFIED","Female",4,NA,NA,NA,NA,NA,NA,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"1182",2151,29,"18-29",NA,"Bachelor",16,3,"AVERAGE",NA,"PRETTY HAPPY",50,NA,NA,NA,32500,16,"EXCITING",16,"DIVORCED","junior college or more","4+ to 10 hours",6,12,"STRONG DEMOCRAT","YES","CLINTON",-4,"STOP WORKING",32500,16,"VERY SATISFIED","Female",2,NA,NA,NA,NA,"YAHOO",0,"Yes","Yes","Yes","Yes","VOTED",3,NA,NA,NA,"WORKING FULLTIME","TAURUS"
"1183",2152,48,"40-49",NA,"Junior college",17,NA,"FAR BELOW AVERAGE",NA,"PRETTY HAPPY",40,NA,NA,NA,27500,15,NA,12,"NEVER MARRIED","junior college or more","Not Internet user",NA,7,"IND,NEAR DEM","YES",NA,-5,NA,27500,15,"VERY SATISFIED","Male",3,NA,NA,NA,NA,NA,3,"Yes",NA,"No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME",NA
"1184",2153,24,"18-29",-1,"High school",12,NA,"BELOW AVERAGE","VERY HAPPY","PRETTY HAPPY",35,12,"Yes",35,18750,12,"ROUTINE",12,"MARRIED","high school","Not Internet user",NA,10,"STRONG REPUBLICAN","YES",NA,-2,"CONTINUE WORKING",13750,10,"VERY SATISFIED","Male",1,"HIGH SCHOOL",13,30,"WORKING FULLTIME",NA,2,"No","No","No","No","INELIGIBLE",-1,13,"Yes",30,"WORKING FULLTIME","CANCER"
"1185",2154,25,"18-29",NA,"High school",13,1,"AVERAGE",NA,"PRETTY HAPPY",39,NA,NA,NA,27500,15,"EXCITING",16,"NEVER MARRIED","high school","More than 10",31,14,"NOT STR REPUBLICAN","YES","DOLE",-2,"CONTINUE WORKING",27500,15,"VERY SATISFIED","Female",6,NA,NA,NA,NA,NA,1,"Yes","Yes","Yes","Yes","VOTED",30,NA,NA,NA,"WORKING FULLTIME","AQUARIUS"
"1186",2155,21,"18-29",NA,"High school",14,1,"AVERAGE",NA,"PRETTY HAPPY",65,NA,NA,NA,27500,15,NA,12,"NEVER MARRIED","high school","1+ to  4 hours",3,10,"INDEPENDENT","YES",NA,-2,NA,27500,15,"MOD. SATISFIED","Male",4,NA,NA,NA,NA,"YAHOO",4,"Yes","Yes","Yes","Yes","INELIGIBLE",2,NA,NA,NA,"WORKING FULLTIME","CANCER"
"1187",2157,46,"40-49",7,"Graduate",19,NA,"ABOVE AVERAGE","VERY HAPPY","VERY HAPPY",40,19,"Yes",40,NA,24,"EXCITING",12,"MARRIED","junior college or more",NA,NA,NA,"INDEPENDENT",NA,NA,NA,"CONTINUE WORKING",NA,24,"VERY SATISFIED","Male",6,"HIGH SCHOOL",12,NA,"KEEPING HOUSE",NA,NA,"Yes",NA,NA,NA,"VOTED",-1,12,"No",NA,"WORKING FULLTIME",NA
"1188",2158,23,"18-29",NA,"High school",15,NA,"AVERAGE",NA,"PRETTY HAPPY",45,NA,NA,NA,23750,14,"EXCITING",16,"NEVER MARRIED","high school",NA,NA,16,"INDEPENDENT","YES","DOLE",0,NA,23750,14,"VERY SATISFIED","Male",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","LEO"
"1189",2159,25,"18-29",-1,"High school",13,NA,"FAR BELOW AVERAGE","VERY HAPPY","PRETTY HAPPY",38,12,"Yes",50,16250,11,"EXCITING",16,"MARRIED","high school","Not Internet user",NA,16,"INDEPENDENT",NA,NA,0,"CONTINUE WORKING",13750,10,"VERY SATISFIED","Female",2,"HIGH SCHOOL",12,50,"WORKING FULLTIME",NA,NA,"No","No","No","No","DID NOT VOTE",-1,13,"Yes",38,"WORKING FULLTIME","CANCER"
"1190",2160,25,"18-29",-2,"High school",12,2,"AVERAGE","PRETTY HAPPY","VERY HAPPY",50,12,"Yes",50,21250,13,NA,14,"MARRIED","high school","1+ to  4 hours",4,10,"IND,NEAR REP","NO","CLINTON",-4,NA,NA,NA,"VERY SATISFIED","Male",2,"HIGH SCHOOL",14,NA,"KEEPING HOUSE","YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",2,14,"No",NA,"WORKING FULLTIME","LEO"
"1191",2163,51,"50-59",0,"Bachelor",15,5,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",42,15,"Yes",38,45000,18,NA,14,"MARRIED","junior college or more","4+ to 10 hours",6,20,"IND,NEAR DEM","YES","CLINTON",6,NA,23750,14,"MOD. SATISFIED","Female",0,"HIGH SCHOOL",15,38,"WORKING FULLTIME","YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",1,15,"Yes",42,"WORKING FULLTIME","LEO"
"1192",2165,43,"40-49",NA,"High school",14,1,"ABOVE AVERAGE",NA,"PRETTY HAPPY",50,NA,NA,NA,55000,19,NA,9,"DIVORCED","high school","1+ to  4 hours",3,12,"STRONG REPUBLICAN","YES","PEROT",3,NA,55000,19,"VERY SATISFIED","Male",1,NA,NA,NA,NA,"INFOSEEK",0,"Yes","Yes","Yes","Yes","VOTED",2,NA,NA,NA,"WORKING FULLTIME","GEMINI"
"1193",2169,33,"30-39",NA,"High school",12,1,"AVERAGE",NA,"VERY HAPPY",35,NA,NA,NA,45000,18,NA,8,"NEVER MARRIED","high school","1+ to  4 hours",1.5,8,"IND,NEAR DEM","YES","CLINTON",0,NA,45000,18,"VERY SATISFIED","Male",7,NA,NA,NA,NA,NA,1,"Yes","Yes","Yes","Yes","VOTED",0.5,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"1194",2170,27,"18-29",NA,"High school",12,NA,"ABOVE AVERAGE",NA,"PRETTY HAPPY",52,NA,NA,NA,67500,20,"ROUTINE",12,"NEVER MARRIED","high school",NA,NA,12,"IND,NEAR REP","NO","PEROT",0,"CONTINUE WORKING",45000,18,"VERY SATISFIED","Male",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VOTED",-1,NA,NA,NA,"WORKING FULLTIME","SAGITTARIUS"
"1195",2171,61,"60-89",0,"High school",12,1,"ABOVE AVERAGE","PRETTY HAPPY","PRETTY HAPPY",40,12,"Yes",40,67500,20,NA,NA,"MARRIED","high school","4+ to 10 hours",5,NA,"IND,NEAR REP",NA,"DOLE",NA,NA,32500,16,"MOD. SATISFIED","Male",5,"HIGH SCHOOL",12,47,"WORKING FULLTIME","HOTBOT",4,"Yes","Yes","Yes","Yes","VOTED",4,12,"Yes",47,"WORKING FULLTIME","PISCES"
"1196",2172,44,"40-49",NA,"Bachelor",16,0,"AVERAGE",NA,"VERY HAPPY",40,NA,NA,NA,37500,17,NA,12,"NEVER MARRIED","junior college or more","4+ to 10 hours",5,16,"IND,NEAR REP","YES","DOLE",4,NA,18750,12,"A LITTLE DISSAT","Female",3,NA,NA,NA,NA,"YAHOO",1,"Yes","No","Yes","Yes","VOTED",5,NA,NA,NA,"WORKING FULLTIME","ARIES"
"1197",2173,50,"50-59",0,"High school",12,NA,"AVERAGE","VERY HAPPY","PRETTY HAPPY",40,12,"No",NA,9000,8,"ROUTINE",12,"MARRIED","high school","Not Internet user",NA,12,"INDEPENDENT","YES",NA,0,"CONTINUE WORKING",9000,8,"VERY SATISFIED","Female",2,"HIGH SCHOOL",12,NA,"OTHER",NA,4,"No","No","No","No","DID NOT VOTE",-1,12,"Yes",40,"WORKING FULLTIME","SAGITTARIUS"
"1198",2174,55,"50-59",-4,"Bachelor",16,0.5,"ABOVE AVERAGE","PRETTY HAPPY","PRETTY HAPPY",40,12,"Yes",70,67500,20,"EXCITING",7,"MARRIED","junior college or more",NA,NA,5,"NOT STR DEMOCRAT",NA,"CLINTON",-2,"CONTINUE WORKING",32500,16,"VERY SATISFIED","Female",6,"HIGH SCHOOL",12,70,"WORKING FULLTIME",NA,2,"Yes","Yes","Yes","No","VOTED",-2,16,"Yes",40,"WORKING FULLTIME","LIBRA"
"1199",2176,43,"40-49",NA,"Graduate",20,5,"AVERAGE",NA,"PRETTY HAPPY",45,NA,NA,NA,67500,20,"ROUTINE",16,"DIVORCED","junior college or more","More than 10",15,12,"NOT STR DEMOCRAT",NA,"CLINTON",-4,"STOP WORKING",67500,20,"MOD. SATISFIED","Female",3,NA,NA,NA,NA,"ALTAVISTA",NA,"Yes","Yes","Yes","Yes","VOTED",10,NA,NA,NA,"WORKING FULLTIME","CANCER"
"1200",2180,35,"30-39",0,"High school",12,0,"AVERAGE","VERY HAPPY","VERY HAPPY",47,12,"Yes",47,55000,19,"ROUTINE",12,"MARRIED","high school","4+ to 10 hours",5,8,"STRONG REPUBLICAN",NA,"DOLE",-4,"STOP WORKING",45000,18,"MOD. SATISFIED","Male",3,"HIGH SCHOOL",12,40,"WORKING FULLTIME",NA,NA,"Yes","No","Yes","Yes","VOTED",5,12,"Yes",40,"WORKING FULLTIME","PISCES"
"1201",2188,24,"18-29",NA,"High school",13,5,"AVERAGE",NA,"NOT TOO HAPPY",45,NA,NA,NA,67500,20,"ROUTINE",12,"NEVER MARRIED","high school","More than 10",15,12,"INDEPENDENT","YES","PEROT",0,"CONTINUE WORKING",13750,10,"VERY SATISFIED","Male",1,NA,NA,NA,NA,"YAHOO",1,"Yes","Yes","Yes","Yes","VOTED",10,NA,NA,NA,"WORKING FULLTIME","AQUARIUS"
"1202",2189,55,"50-59",NA,"High school",12,NA,"AVERAGE",NA,"PRETTY HAPPY",47,NA,NA,NA,45000,18,"ROUTINE",8,"DIVORCED","high school","Not Internet user",NA,10,"STRONG DEMOCRAT","YES","PEROT",2,"CONTINUE WORKING",27500,15,"A LITTLE DISSAT","Female",2,NA,NA,NA,NA,NA,4,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"1203",2191,60,"60-89",2,"High school",12,NA,"AVERAGE","VERY HAPPY","PRETTY HAPPY",38,14,"Yes",70,45000,18,"EXCITING",12,"MARRIED","high school",NA,NA,8,"NOT STR DEMOCRAT","YES","CLINTON",-4,"CONTINUE WORKING",500,1,"VERY SATISFIED","Female",2,"JUNIOR COLLEGE",14,70,"WORKING FULLTIME",NA,NA,NA,NA,NA,NA,"VOTED",-1,12,"Yes",38,"WORKING FULLTIME","CAPRICORN"
"1204",2192,30,"30-39",-3,"High school",14,1.5,"AVERAGE","PRETTY HAPPY","PRETTY HAPPY",40,11,"Yes",52,27500,15,NA,10,"MARRIED","high school","1+ to  4 hours",3.5,10,"IND,NEAR DEM","NO","CLINTON",0,NA,16250,11,"MOD. SATISFIED","Female",3,"LT HIGH SCHOOL",11,52,"WORKING FULLTIME",NA,2,"Yes","Yes","Yes","Yes","VOTED",2,14,"Yes",40,"WORKING FULLTIME","SCORPIO"
"1205",2200,30,"30-39",-5,"Bachelor",17,5,"AVERAGE","VERY HAPPY","VERY HAPPY",NA,12,"Yes",40,67500,20,"EXCITING",14,"MARRIED","junior college or more","4+ to 10 hours",6.5,16,"STRONG REPUBLICAN","YES",NA,2,"CONTINUE WORKING",37500,17,"VERY SATISFIED","Female",3,"HIGH SCHOOL",12,40,"WORKING FULLTIME",NA,1,"Yes","Yes","Yes","Yes","INELIGIBLE",1.5,17,"Yes",NA,"WORKING FULLTIME","VIRGO"
"1206",2202,20,"18-29",NA,"High school",10,3,"BELOW AVERAGE",NA,"PRETTY HAPPY",35,NA,NA,NA,500,1,NA,10,"NEVER MARRIED","high school","4+ to 10 hours",7,13,"INDEPENDENT","NO",NA,3,NA,NA,NA,"VERY SATISFIED","Female",7,NA,NA,NA,NA,NA,1,"Yes","Yes","Yes","Yes","INELIGIBLE",4,NA,NA,NA,"WORKING FULLTIME","LIBRA"
"1207",2203,31,"30-39",-5,"High school",13,NA,"AVERAGE","VERY HAPPY","VERY HAPPY",50,13,"Yes",50,67500,20,"EXCITING",13,"MARRIED","high school",NA,NA,NA,"IND,NEAR DEM","YES","CLINTON",NA,"CONTINUE WORKING",27500,15,"MOD. SATISFIED","Male",4,"GRADUATE",18,50,"WORKING FULLTIME",NA,NA,NA,NA,NA,NA,"VOTED",-1,18,"Yes",50,"WORKING FULLTIME","LEO"
"1208",2204,34,"30-39",NA,"High school",13,NA,"ABOVE AVERAGE",NA,"VERY HAPPY",65,NA,NA,NA,82500,21,NA,16,"WIDOWED","high school","Not Internet user",NA,12,"NOT STR REPUBLICAN","YES","PEROT",-4,NA,82500,21,"VERY SATISFIED","Male",11,NA,NA,NA,NA,NA,1,"No","No","No","No","VOTED",-1,NA,NA,NA,"WORKING FULLTIME","LEO"
"1209",2205,25,"18-29",0,"Less than HS",10,NA,"AVERAGE","VERY HAPPY","VERY HAPPY",43,10,"Yes",43,23750,14,NA,NA,"MARRIED","Lt than high school","Not Internet user",NA,6,"INDEPENDENT","YES",NA,NA,NA,7500,7,"VERY SATISFIED","Male",6,"HIGH SCHOOL",10,NA,"KEEPING HOUSE",NA,3,"No","No","No","No","DID NOT VOTE",-1,10,"No",NA,"WORKING FULLTIME","CAPRICORN"
"1210",2207,32,"30-39",0,"Less than HS",11,NA,"AVERAGE","VERY HAPPY","VERY HAPPY",46,11,"Yes",46,37500,17,"EXCITING",10,"MARRIED","Lt than high school","Not Internet user",NA,6,"INDEPENDENT","NO",NA,-4,"CONTINUE WORKING",32500,16,"VERY SATISFIED","Male",2,"LT HIGH SCHOOL",11,NA,"KEEPING HOUSE",NA,3,"No","No","No","No","DID NOT VOTE",-1,11,"No",NA,"WORKING FULLTIME","SCORPIO"
